firmware,address,current_name,classification,prefix,indicators,suggested_name
cm550,0x0001edae,diagnosticMemoryReadHandler,unknown,cm550_,,cm550_diagnosticMemoryReadHandler
cm550,0x0001f0de,diagnosticMessage45Builder,unknown,cm550_,,cm550_diagnosticMessage45Builder
cm550,0x0001f2d0,diagnosticMessage46Builder,unknown,cm550_,,cm550_diagnosticMessage46Builder
cm550,0x0001f84e,fuelDemandScaleFactorCalculator,unknown,cm550_,,cm550_fuelDemandScaleFactorCalculator
cm550,0x0001f8bc,engineFluidLevelDataBuilder,unknown,cm550_,,cm550_engineFluidLevelDataBuilder
cm550,0x0001fbb0,extendedDiagnosticService51,unknown,cm550_,,cm550_extendedDiagnosticService51
cm550,0x0001fbf4,diagnosticMessage53Builder,unknown,cm550_,,cm550_diagnosticMessage53Builder
cm550,0x0001fc9c,diagnosticMessage54Builder,unknown,cm550_,,cm550_diagnosticMessage54Builder
cm550,0x0001fd6c,j1939TimeoutDataClearHandler,unknown,cm550_,,cm550_j1939TimeoutDataClearHandler
cm550,0x0001fd8e,crankStateVariablesReset,unknown,cm550_,,cm550_crankStateVariablesReset
cm550,0x0001fdc0,j1939MessageTypeCounter,unknown,cm550_,,cm550_j1939MessageTypeCounter
cm550,0x0001fe40,canMessageFilterInit,unknown,cm550_,,cm550_canMessageFilterInit
cm550,0x0001ff38,engineRunTimeHistogramAccumulator,unknown,cm550_,,cm550_engineRunTimeHistogramAccumulator
cm550,0x0001ffd0,emptyPlaceholderInit,unknown,cm550_,,cm550_emptyPlaceholderInit
cm550,0x0001ffd6,j1939TorqueControlModeParser,unknown,cm550_,,cm550_j1939TorqueControlModeParser
cm550,0x000200a4,j1939TorqueControlModeClear,unknown,cm550_,,cm550_j1939TorqueControlModeClear
cm550,0x000200b4,j1939TorqueControlModeSet,unknown,cm550_,,cm550_j1939TorqueControlModeSet
cm550,0x000200c6,systemFunction6xParameterized,unknown,cm550_,,cm550_systemFunction6xParameterized
cm550,0x000204b0,outputControlState1Handler,unknown,cm550_,,cm550_outputControlState1Handler
cm550,0x00021272,canTransmissionController,unknown,cm550_,,cm550_canTransmissionController
cm550,0x0002148a,memoryOperationDispatcher,unknown,cm550_,,cm550_memoryOperationDispatcher
cm550,0x00021642,j1939MemoryDataCopyResolver,unknown,cm550_,,cm550_j1939MemoryDataCopyResolver
cm550,0x0002167e,j1939DataCopyWrapper2Byte,unknown,cm550_,,cm550_j1939DataCopyWrapper2Byte
cm550,0x00021714,j1939DataCopyWrapperExtended,unknown,cm550_,,cm550_j1939DataCopyWrapperExtended
cm550,0x000217de,memoryOperationFromMessageExtended,unknown,cm550_,,cm550_memoryOperationFromMessageExtended
cm550,0x00021964,addressLookupFunction,unknown,cm550_,,cm550_addressLookupFunction
cm550,0x00021982,diagnosticServiceSecurityValidator,unknown,cm550_,,cm550_diagnosticServiceSecurityValidator
cm550,0x00021f4e,diagnosticGroupPositionBufferStore,unknown,cm550_,,cm550_diagnosticGroupPositionBufferStore
cm550,0x00021fac,diagnosticGroupSnapshotCapture,unknown,cm550_,,cm550_diagnosticGroupSnapshotCapture
cm550,0x00022070,memoryRegisterController,unknown,cm550_,,cm550_memoryRegisterController
cm550,0x000222b4,canDiagnosticResponseSender,unknown,cm550_,,cm550_canDiagnosticResponseSender
cm550,0x00022370,systemFunction1xCaller,unknown,cm550_,,cm550_systemFunction1xCaller
cm550,0x0002238e,diagMemoryReadResponseBuilder,unknown,cm550_,,cm550_diagMemoryReadResponseBuilder
cm550,0x00022956,diagnosticParamRequestHandler,unknown,cm550_,,cm550_diagnosticParamRequestHandler
cm550,0x000229ea,messageErrorHandler,unknown,cm550_,,cm550_messageErrorHandler
cm550,0x00022a58,vp44CanFrameBuilder,vp44,vp44_,vp44,vp44CanFrameBuilder
cm550,0x00022ad8,vp44MessageTransmitter,vp44,vp44_,vp44,vp44MessageTransmitter
cm550,0x00022b50,vp44FuelTempHandler,vp44,vp44_,vp44,vp44FuelTempHandler
cm550,0x00022c26,vp44MultiFrameResponseHandler,vp44,vp44_,vp44,vp44MultiFrameResponseHandler
cm550,0x00022d8e,diagnosticStatusRequestHandler,unknown,cm550_,,cm550_diagnosticStatusRequestHandler
cm550,0x00022de2,diagnosticErrorHandler,vp44,vp44_,vp44,vp44_diagnosticErrorHandler
cm550,0x00022de6,diagnosticServiceByteHandler,vp44,vp44_,vp44,vp44_diagnosticServiceByteHandler
cm550,0x00022e5e,vp44CanMessageDispatcher,vp44,vp44_,vp44,vp44CanMessageDispatcher
cm550,0x00022e96,diagnosticParamRequestHandlerWrapper,unknown,cm550_,,cm550_diagnosticParamRequestHandlerWrapper
cm550,0x00022ea4,vp44FuelTempHandlerWrapper,vp44,vp44_,vp44,vp44FuelTempHandlerWrapper
cm550,0x00022eb2,diagnosticStatusRequestHandlerWrapper,unknown,cm550_,,cm550_diagnosticStatusRequestHandlerWrapper
cm550,0x00022ec0,diagnosticErrorHandlerWrapper,unknown,cm550_,,cm550_diagnosticErrorHandlerWrapper
cm550,0x00022ece,unknownMessageHandler,unknown,cm550_,,cm550_unknownMessageHandler
cm550,0x00022fae,diagnosticMessageProcessor,unknown,cm550_,,cm550_diagnosticMessageProcessor
cm550,0x000230d6,vp44ResponseTimeoutHandler,vp44,vp44_,vp44,vp44ResponseTimeoutHandler
cm550,0x000230ee,messageQueueDispatcher,vp44,vp44_,vp44,vp44_messageQueueDispatcher
cm550,0x00023130,multiPacketBufferAllocator,unknown,cm550_,,cm550_multiPacketBufferAllocator
cm550,0x00023186,vp44DiagnosticBufferPointersInit,vp44,vp44_,vp44,vp44DiagnosticBufferPointersInit
cm550,0x000231da,fuelArbitratorResetHandler,unknown,cm550_,,cm550_fuelArbitratorResetHandler
cm550,0x0002322a,statisticsTrackingFlagsReset,unknown,cm550_,,cm550_statisticsTrackingFlagsReset
cm550,0x00023244,fuelDemandLimitOrchestrator,unknown,cm550_,,cm550_fuelDemandLimitOrchestrator
cm550,0x00023820,diagnosticMessageValidator,unknown,cm550_,,cm550_diagnosticMessageValidator
cm550,0x00023870,ioControlTimeoutTableLookup,unknown,cm550_,,cm550_ioControlTimeoutTableLookup
cm550,0x000238ac,ioControlEntryAdd,unknown,cm550_,,cm550_ioControlEntryAdd
cm550,0x000238ec,ioControlTimeoutEntryAdd,unknown,cm550_,,cm550_ioControlTimeoutEntryAdd
cm550,0x00023920,phase3_countdown_timer_manager,unknown,cm550_,,cm550_phase3_countdown_timer_manager
cm550,0x000239d2,diagnosticStateInitializer,unknown,cm550_,,cm550_diagnosticStateInitializer
cm550,0x00023a3c,ioControlEntryRemove,unknown,cm550_,,cm550_ioControlEntryRemove
cm550,0x00024812,iahDisableWaitToStartLamp,unknown,cm550_,,cm550_iahDisableWaitToStartLamp
cm550,0x0002481e,initIoControlRegister,unknown,cm550_,,cm550_initIoControlRegister
cm550,0x0002482e,ioControlMaskInit,unknown,cm550_,,cm550_ioControlMaskInit
cm550,0x00024858,ioControlMaskStateMachine,unknown,cm550_,,cm550_ioControlMaskStateMachine
cm550,0x000249b6,ioControlToggleCycle,unknown,cm550_,,cm550_ioControlToggleCycle
cm550,0x000249ee,ioControlLampStateMachine,vp44,vp44_,vp44,vp44_ioControlLampStateMachine
cm550,0x00024b4e,ioControlDigitDisplaySequencer,unknown,cm550_,,cm550_ioControlDigitDisplaySequencer
cm550,0x00024d40,faultCodeDisplayController,unknown,cm550_,,cm550_faultCodeDisplayController
cm550,0x00024f30,activeFaultLampStateMachine,unknown,cm550_,,cm550_activeFaultLampStateMachine
cm550,0x00025316,faultLampBlinkPatternGenerator,unknown,cm550_,,cm550_faultLampBlinkPatternGenerator
cm550,0x00025448,periodicLampFlashController,unknown,cm550_,,cm550_periodicLampFlashController
cm550,0x00025594,clearSystemErrorStatus,unknown,cm550_,,cm550_clearSystemErrorStatus
cm550,0x000258d6,fuelDemandTablePointerInit,unknown,cm550_,,cm550_fuelDemandTablePointerInit
cm550,0x000258e8,epsTimingCalculationSlowCycle40Coordinator,unknown,cm550_,,cm550_epsTimingCalculationSlowCycle40Coordinator
cm550,0x00025926,initLookupTablePointers1,unknown,cm550_,,cm550_initLookupTablePointers1
cm550,0x0002595a,governorFuelPidController,unknown,cm550_,,cm550_governorFuelPidController
cm550,0x00025a30,fuel_delivery_controller,unknown,cm550_,,cm550_fuel_delivery_controller
cm550,0x00025b1c,fuel_timing_calculation_with_fault_checking,vp44,vp44_,vp44,vp44_fuel_timing_calculation_with_fault_checking
cm550,0x00025ff2,fuelRpmDeviationCalculator,vp44,vp44_,vp44,vp44_fuelRpmDeviationCalculator
cm550,0x0002609c,epsAccelerationMonitor,unknown,cm550_,,cm550_epsAccelerationMonitor
cm550,0x00026252,epsRpmTrackingInit,unknown,cm550_,,cm550_epsRpmTrackingInit
cm550,0x0002626a,epsControlModeReset,unknown,cm550_,,cm550_epsControlModeReset
cm550,0x00026272,epsOverrideChecker,unknown,cm550_,,cm550_epsOverrideChecker
cm550,0x0002629e,epsControlModeSelector,unknown,cm550_,,cm550_epsControlModeSelector
cm550,0x000262fa,epsInitializationWrapper,unknown,cm550_,,cm550_epsInitializationWrapper
cm550,0x00026308,epsControlModeInit,unknown,cm550_,,cm550_epsControlModeInit
cm550,0x00026340,epsDiagnosticModeHandler,unknown,cm550_,,cm550_epsDiagnosticModeHandler
cm550,0x00026462,initOilPressureMonitoring,unknown,cm550_,,cm550_initOilPressureMonitoring
cm550,0x00026474,engineModeTimingAdjuster,unknown,cm550_,,cm550_engineModeTimingAdjuster
cm550,0x00026484,vp44_rpm_derate_monitor,vp44,vp44_,vp44,vp44_rpm_derate_monitor
cm550,0x0002658c,fuelDemandLimitSource2Selector,unknown,cm550_,,cm550_fuelDemandLimitSource2Selector
cm550,0x0002659a,initVP44StatusFlags,vp44,vp44_,vp44,vp44_initVP44StatusFlags
cm550,0x000265e6,epsRpmTargetModeChecker,unknown,cm550_,,cm550_epsRpmTargetModeChecker
cm550,0x000266d2,timingOffsetCalculatorWrapper,unknown,cm550_,,cm550_timingOffsetCalculatorWrapper
cm550,0x000266da,qadcDataCollectionStateMachine,mc68k,mc68k_,dat_00fff+_dat_00ff,mc68k_qadcDataCollectionStateMachine
cm550,0x00026a64,memcpy,unknown,cm550_,,cm550_memcpy
cm550,0x00026a7e,fuelDemandTablePointersInit,unknown,cm550_,,cm550_fuelDemandTablePointersInit
cm550,0x00026ab8,rpmLoadParameterLookup,unknown,cm550_,,cm550_rpmLoadParameterLookup
cm550,0x00026b00,vp44OperatingConditionChecker,vp44,vp44_,vp44,vp44OperatingConditionChecker
cm550,0x00026c7e,pwmOutputInit,mc68k,mc68k_,_dat_00ff,mc68k_pwmOutputInit
cm550,0x00026eec,insiteActiveFaultListBuilder,unknown,cm550_,,cm550_insiteActiveFaultListBuilder
cm550,0x00026fea,insiteFaultDetailBuilder,unknown,cm550_,,cm550_insiteFaultDetailBuilder
cm550,0x0002758e,insiteVersionInfoBuilder,unknown,cm550_,,cm550_insiteVersionInfoBuilder
cm550,0x00027706,insiteCapacityResponseBuilder,unknown,cm550_,,cm550_insiteCapacityResponseBuilder
cm550,0x00027998,hourMeterEventLogger,vp44,vp44_,vp44,vp44_hourMeterEventLogger
cm550,0x00027af0,vp44StatusInitAndWait,vp44,vp44_,vp44,vp44StatusInitAndWait
cm550,0x00028508,mainSystemInitialization,vp44,vp44_,vp44,vp44_mainSystemInitialization
cm550,0x0002874a,slowCycle4Coordinator,vp44,vp44_,vp44,vp44_slowCycle4Coordinator
cm550,0x00028792,engineDiagnosticSystemCoordinator,vp44,vp44_,vp44,vp44_engineDiagnosticSystemCoordinator
cm550,0x00028816,fuelDemandUpdateOrchestrator,unknown,cm550_,,cm550_fuelDemandUpdateOrchestrator
cm550,0x00028828,advancedEngineProtectionCoordinator,unknown,cm550_,,cm550_advancedEngineProtectionCoordinator
cm550,0x00028936,shutdownMinimumSelectorOrchestrator,unknown,cm550_,,cm550_shutdownMinimumSelectorOrchestrator
cm550,0x00028990,phase4InitSequence,unknown,cm550_,,cm550_phase4InitSequence
cm550,0x00028a04,dualCanControllerInit,mc68k,mc68k_,dat_00ffc+dat_00ffd+_dat_00ff,mc68k_dualCanControllerInit
cm550,0x00028e32,mainCanTransmissionLoop,mc68k,mc68k_,dat_00ffd,mc68k_mainCanTransmissionLoop
cm550,0x0002d09e,systemControl64,unknown,cm550_,,cm550_systemControl64
cm550,0x0002d1c2,systemControl74,unknown,cm550_,,cm550_systemControl74
cm550,0x0002d1e0,systemControl75,unknown,cm550_,,cm550_systemControl75
cm550,0x0002d1fe,memoryPatchBufferInit,unknown,cm550_,,cm550_memoryPatchBufferInit
cm550,0x0002d216,memoryPatchingSystem,unknown,cm550_,,cm550_memoryPatchingSystem
cm550,0x0002d9d2,fuelDemandProportionalCalculator,unknown,cm550_,,cm550_fuelDemandProportionalCalculator
cm550,0x0002dc8c,rpmSnapshotCapture,unknown,cm550_,,cm550_rpmSnapshotCapture
cm550,0x0002dcb0,oil_pressure_shutdown_controller,unknown,cm550_,,cm550_oil_pressure_shutdown_controller
cm550,0x0002ddce,hardwareTimerFlagsInit,mc68k,mc68k_,_dat_00ff,mc68k_hardwareTimerFlagsInit
cm550,0x0002ddd6,initDiagnosticModeSystem,mc68k,mc68k_,_dat_00ff,mc68k_initDiagnosticModeSystem
cm550,0x0002e2f4,waterInFuelDiagnosticHandler,mc68k,mc68k_,dat_00fff+_dat_00ff,mc68k_waterInFuelDiagnosticHandler
cm550,0x0002e5c0,pwmFuelDemandOutputCalculator,mc68k,mc68k_,_dat_00ff,mc68k_pwmFuelDemandOutputCalculator
cm550,0x0002e9ac,clearWorkingMemory,mc68k,mc68k_,dat_00ffd+dat_00fff,mc68k_clearWorkingMemory
cm550,0x0002e9f8,canMemoryPointerTableInit,unknown,cm550_,,cm550_canMemoryPointerTableInit
cm550,0x0002eadc,canMessageMemorySyncController,unknown,cm550_,,cm550_canMessageMemorySyncController
cm550,0x0002ed6a,insiteParameterParser,unknown,cm550_,,cm550_insiteParameterParser
cm550,0x0002edb2,parameterLookupForInsite,unknown,cm550_,,cm550_parameterLookupForInsite
cm550,0x0002ee62,coreSystemFunction,unknown,cm550_,,cm550_coreSystemFunction
cm550,0x0002eea2,diagnosticServiceDispatcher,unknown,cm550_,,cm550_diagnosticServiceDispatcher
cm550,0x0002ef08,systemControlFunction1,unknown,cm550_,,cm550_systemControlFunction1
cm550,0x0002ef1c,diagnosticResponseHandler2,unknown,cm550_,,cm550_diagnosticResponseHandler2
cm550,0x0002ef36,canTransmissionTrigger,unknown,cm550_,,cm550_canTransmissionTrigger
cm550,0x0002efbc,systemControlFunction2,unknown,cm550_,,cm550_systemControlFunction2
cm550,0x0002efd0,diagnosticServiceDispatcherByPgn,unknown,cm550_,,cm550_diagnosticServiceDispatcherByPgn
cm550,0x0002f114,systemControlFunction3,unknown,cm550_,,cm550_systemControlFunction3
cm550,0x0002f538,diagnosticDataDump,unknown,cm550_,,cm550_diagnosticDataDump
cm550,0x0002f7e6,retarderControlModeHandler,unknown,cm550_,,cm550_retarderControlModeHandler
cm550,0x0002faba,initOilPressureProtectionPointers,unknown,cm550_,,cm550_initOilPressureProtectionPointers
cm550,0x0002fb70,torqueControlAddressDispatcher,unknown,cm550_,,cm550_torqueControlAddressDispatcher
cm550,0x0002fddc,diagnosticTableEntryClear,unknown,cm550_,,cm550_diagnosticTableEntryClear
cm550,0x0002fe38,diagnosticTableSnapshotCapture,unknown,cm550_,,cm550_diagnosticTableSnapshotCapture
cm550,0x000300d4,tpuChannelStateMachine,mc68k,mc68k_,tpu_+_dat_00ff,mc68k_tpuChannelStateMachine
cm550,0x00030274,engineSpeedIsrRegister,mc68k,mc68k_,_dat_00ff,mc68k_engineSpeedIsrRegister
cm550,0x00030290,engineRpmHardwareTimerSetup,mc68k,mc68k_,_dat_00ff,mc68k_engineRpmHardwareTimerSetup
cm550,0x00030342,can1ControllerInit,mc68k,mc68k_,_dat_00ff,mc68k_can1ControllerInit
cm550,0x000303c8,emptyStubFunction9,unknown,cm550_,,cm550_emptyStubFunction9
cm550,0x000303d2,emptyInitPlaceholder,unknown,cm550_,,cm550_emptyInitPlaceholder
cm550,0x000303d4,accumulatorWithOverflowCarry,unknown,cm550_,,cm550_accumulatorWithOverflowCarry
cm550,0x00030414,runTimeCountersUpdate,unknown,cm550_,,cm550_runTimeCountersUpdate
cm550,0x00030454,runTimeCountersUpdateAlt,unknown,cm550_,,cm550_runTimeCountersUpdateAlt
cm550,0x000304f4,rpmHistogramAndAveragingStatistics,unknown,cm550_,,cm550_rpmHistogramAndAveragingStatistics
cm550,0x0003061a,fuelLimitRestoreFromCapture,unknown,cm550_,,cm550_fuelLimitRestoreFromCapture
cm550,0x00030a64,protectionFlagAccumulator,unknown,cm550_,,cm550_protectionFlagAccumulator
cm550,0x00030b04,protectionLimitValueInit,unknown,cm550_,,cm550_protectionLimitValueInit
cm550,0x00030b10,fuelDemandLimitSelector4,unknown,cm550_,,cm550_fuelDemandLimitSelector4
cm550,0x00030b62,vp44InjectionSystemStateController,vp44,vp44_,vp44,vp44InjectionSystemStateController
cm550,0x00030bf6,shutdownMinimumSelector28,unknown,cm550_,,cm550_shutdownMinimumSelector28
cm550,0x00030c14,shutdownMinimumSelector20,unknown,cm550_,,cm550_shutdownMinimumSelector20
cm550,0x00030c78,masterSubsystemInit,unknown,cm550_,,cm550_masterSubsystemInit
cm550,0x00031428,initInternalRamAndCAN1,mc68k,mc68k_,dat_00ffe+_dat_00ff,mc68k_initInternalRamAndCAN1
cm550,0x00031ace,diagnosticSessionValidator,unknown,cm550_,,cm550_diagnosticSessionValidator
cm550,0x00031b22,diagnosticCanResponseSender,unknown,cm550_,,cm550_diagnosticCanResponseSender
cm550,0x00031b96,canBufferSetup1,unknown,cm550_,,cm550_canBufferSetup1
cm550,0x00031c1a,j1939MessageSetup_PGN_65265,unknown,cm550_,,cm550_j1939MessageSetup_PGN_65265
cm550,0x000320f6,engineSerialNumberPGN_65259_Builder,unknown,cm550_,,cm550_engineSerialNumberPGN_65259_Builder
cm550,0x0003216a,diagnosticMultiPacketResponseBuilder,unknown,cm550_,,cm550_diagnosticMultiPacketResponseBuilder
cm550,0x00032244,diagnosticDM11PGN_65234_Builder,unknown,cm550_,,cm550_diagnosticDM11PGN_65234_Builder
cm550,0x000323be,engineCoolantPGN_65226_Builder,unknown,cm550_,,cm550_engineCoolantPGN_65226_Builder
cm550,0x0003241c,previousDtcListBuilder,unknown,cm550_,,cm550_previousDtcListBuilder
cm550,0x0003252c,diagnosticDM2PGN_65227_Builder,unknown,cm550_,,cm550_diagnosticDM2PGN_65227_Builder
cm550,0x000329d2,diagnosticDM4PGN_65229_Builder,unknown,cm550_,,cm550_diagnosticDM4PGN_65229_Builder
cm550,0x00032a42,diagnosticDM5DataBuilder,vp44,vp44_,vp44,vp44_diagnosticDM5DataBuilder
cm550,0x00032ae2,diagnosticDM5PGN_65230_Builder,unknown,cm550_,,cm550_diagnosticDM5PGN_65230_Builder
cm550,0x00032b38,diagnosticByteResponseSender,vp44,vp44_,vp44,vp44_diagnosticByteResponseSender
cm550,0x00032b64,diagnosticDM8PGN_65232_Builder,vp44,vp44_,vp44,vp44_diagnosticDM8PGN_65232_Builder
cm550,0x00032e08,vp44Command0x100Builder,vp44,vp44_,vp44,vp44Command0x100Builder
cm550,0x00033064,cumminsProprietaryDM_983_Builder,vp44,vp44_,vp44,vp44_cumminsProprietaryDM_983_Builder
cm550,0x000330c4,configParamCanBuilder,vp44,vp44_,vp44,vp44_configParamCanBuilder
cm550,0x00033120,secondaryParamPGN_65247_Builder,vp44,vp44_,vp44,vp44_secondaryParamPGN_65247_Builder
cm550,0x000331ae,engineFluidLevelPGN_65263_Builder,vp44,vp44_,vp44,vp44_engineFluidLevelPGN_65263_Builder
cm550,0x00033880,engineTemperaturePGN_65262_Builder,unknown,cm550_,,cm550_engineTemperaturePGN_65262_Builder
cm550,0x000338ea,dutyCycleMonitorAltIsrHandler,unknown,cm550_,,cm550_dutyCycleMonitorAltIsrHandler
cm550,0x000339b0,cumminsProprietaryTSC_PGN_15728640_Builder,unknown,cm550_,,cm550_cumminsProprietaryTSC_PGN_15728640_Builder
cm550,0x00033aea,retarderConfigPGN_65249_Builder,unknown,cm550_,,cm550_retarderConfigPGN_65249_Builder
cm550,0x00033b40,fuelEconomyDataBuilder,unknown,cm550_,,cm550_fuelEconomyDataBuilder
cm550,0x00033c28,fuelEconomyPGN_65266_Builder,unknown,cm550_,,cm550_fuelEconomyPGN_65266_Builder
cm550,0x00033c6c,ioControlDataBuilder,unknown,cm550_,,cm550_ioControlDataBuilder
cm550,0x00033ce2,ioControlPGN_65244_Builder,vp44,vp44_,vp44,vp44_ioControlPGN_65244_Builder
cm550,0x00033dfa,engineHoursPGN_65252_Builder,vp44,vp44_,vp44,vp44_engineHoursPGN_65252_Builder
cm550,0x00033eee,intakeManifoldPGN_65526_Builder,unknown,cm550_,,cm550_intakeManifoldPGN_65526_Builder
cm550,0x0003401a,cruiseControlPGN_65264_Builder,unknown,cm550_,,cm550_cruiseControlPGN_65264_Builder
cm550,0x0003407a,vp44CanMessage100ResponseBuilder,vp44,vp44_,vp44,vp44CanMessage100ResponseBuilder
cm550,0x0003429a,vehicleDistancePGN_65248_Builder,unknown,cm550_,,cm550_vehicleDistancePGN_65248_Builder
cm550,0x000342f0,retarderDataBuilder,unknown,cm550_,,cm550_retarderDataBuilder
cm550,0x00034334,electronicBrakePGN_65527_Builder,unknown,cm550_,,cm550_electronicBrakePGN_65527_Builder
cm550,0x000343d2,vehicleHoursPGN_65255_Builder,vp44,vp44_,vp44,vp44_vehicleHoursPGN_65255_Builder
cm550,0x00034534,initLoopCounter,unknown,cm550_,,cm550_initLoopCounter
cm550,0x00034540,setDiagnosticSourceFromFuelArbitrator,unknown,cm550_,,cm550_setDiagnosticSourceFromFuelArbitrator
cm550,0x00034564,setDiagnosticSourceFromEngineFlags,unknown,cm550_,,cm550_setDiagnosticSourceFromEngineFlags
cm550,0x0003458c,engine_protection_coordinator,unknown,cm550_,,cm550_engine_protection_coordinator
cm550,0x000345c8,initMultiSystemParameters,unknown,cm550_,,cm550_initMultiSystemParameters
cm550,0x0003460e,addressRangeValidator,unknown,cm550_,,cm550_addressRangeValidator
cm550,0x00034674,pwmTimerMode0Init,mc68k,mc68k_,_dat_00ff,mc68k_pwmTimerMode0Init
cm550,0x00034696,timerCaptureHardwareInit,mc68k,mc68k_,_dat_00ff,mc68k_timerCaptureHardwareInit
cm550,0x0003478c,pwmTimerMode0Reset,mc68k,mc68k_,_dat_00ff,mc68k_pwmTimerMode0Reset
cm550,0x0003480e,pwmTimerMode1ChannelSetup,mc68k,mc68k_,tpu_+_dat_00ff,mc68k_pwmTimerMode1ChannelSetup
cm550,0x0003494a,pwmTimerMode1Update,mc68k,mc68k_,tpu_+_dat_00ff,mc68k_pwmTimerMode1Update
cm550,0x00034a82,pwmTimerModeDispatcher,mc68k,mc68k_,_dat_00ff,mc68k_pwmTimerModeDispatcher
cm550,0x00034b20,pwmTimerCycleAdvance,mc68k,mc68k_,_dat_00ff,mc68k_pwmTimerCycleAdvance
cm550,0x00034bba,watchdogServiceLoop,mc68k,mc68k_,dat_00ffd+dat_00fff,mc68k_watchdogServiceLoop
cm550,0x00034c36,vp44FaultRegisterBit2Monitor,vp44,vp44_,vp44,vp44FaultRegisterBit2Monitor
cm550,0x00034cc4,liftPumpFuelDeliveryController,vp44,vp44_,vp44,vp44_liftPumpFuelDeliveryController
cm550,0x00034f00,unsignedLinearInterpolation,unknown,cm550_,,cm550_unsignedLinearInterpolation
cm550,0x00034f8a,coreTableInterpolation,unknown,cm550_,,cm550_coreTableInterpolation
